,right,lat,lon,wealth,lively,beautiful,depressing,boring,unsafe
0,513f2e19fdc9f0358700db58,52.43808,13.409938000000013,66.66666666666666,,,,,0.0
1,513f28d8fdc9f0358700d272,52.4216,13.34751099999994,50.0,60.0,0.0,0.0,0.0,0.0
2,513f2c4afdc9f0358700d845,52.465674,13.450929999999971,40.0,50.0,0.0,,,33.33333333333333
3,513f2e1afdc9f0358700db5a,52.625812,13.273491000000035,50.0,,33.33333333333333,0.0,0.0,44.44444444444444
4,513f30c1fdc9f0358700df1a,52.548811,13.22240499999998,0.0,66.66666666666666,0.0,33.33333333333333,33.33333333333333,16.666666666666664
5,513f2d47fdc9f0358700d9e8,52.611632,13.33000000000004,60.0,25.0,0.0,,,60.0
6,513f3239fdc9f0358700e056,52.577648,13.30502100000001,0.0,50.0,0.0,0.0,0.0,28.57142857142857
7,513f2c3dfdc9f0358700d82e,52.48488,13.58869500000003,50.0,33.33333333333333,33.33333333333333,0.0,0.0,40.0
8,513f28d0fdc9f0358700d265,52.562514,13.527650999999992,33.33333333333333,100.0,,100.0,100.0,83.33333333333334
9,513f2de6fdc9f0358700db07,52.53292,13.537991000000034,50.0,,33.33333333333333,0.0,0.0,100.0
10,513f29f1fdc9f0358700d45c,52.479035,13.511269999999968,66.66666666666666,20.0,100.0,100.0,100.0,
11,513f2c3ffdc9f0358700d831,52.530352,13.295704999999998,100.0,40.0,0.0,0.0,0.0,33.33333333333333
12,513f2ef6fdc9f0358700dcd8,52.415956,13.374348999999938,0.0,,0.0,,,0.0
13,513f297bfdc9f0358700d396,52.424381,13.38622799999996,0.0,50.0,0.0,0.0,0.0,58.333333333333336
14,513f28f0fdc9f0358700d29e,52.534895,13.510175000000004,0.0,100.0,66.66666666666666,0.0,0.0,44.44444444444444
15,513f2f18fdc9f0358700dd12,52.495012,13.495465999999965,100.0,100.0,50.0,100.0,100.0,66.66666666666666
16,513f2956fdc9f0358700d34a,52.50739,13.368254999999976,50.0,100.0,0.0,,,75.0
17,513f2b88fdc9f0358700d6f8,52.520067,13.606370999999967,0.0,0.0,0.0,,,0.0
18,513f297efdc9f0358700d3a0,52.471328,13.302917999999975,33.33333333333333,66.66666666666666,100.0,0.0,0.0,50.0
19,513f29f0fdc9f0358700d45a,52.561432,13.388652999999977,0.0,0.0,60.0,,,0.0
20,513f2e67fdc9f0358700dbdf,52.538232,13.248365000000035,50.0,33.33333333333333,,100.0,100.0,60.0
21,513f2f5afdc9f0358700dd7b,52.602068,13.368777000000025,40.0,33.33333333333333,50.0,40.0,40.0,75.0
22,513f2c53fdc9f0358700d856,52.628975,13.29514800000004,33.33333333333333,75.0,0.0,0.0,0.0,0.0
23,513f333efdc9f0358700e12b,52.614102,13.468839000000004,100.0,33.33333333333333,100.0,,,45.45454545454545
24,513f31ecfdc9f0358700e015,52.58611,13.389585000000013,0.0,16.666666666666664,0.0,50.0,50.0,14.285714285714285
25,513f2b00fdc9f0358700d620,52.458975,13.305587999999943,0.0,40.0,,0.0,0.0,25.0
26,513f2ddbfdc9f0358700daf4,52.51898,13.48276199999998,0.0,,100.0,,,37.5
27,513f2eebfdc9f0358700dcc8,52.465064,13.50610400000005,66.66666666666666,100.0,100.0,100.0,100.0,
28,513f2d87fdc9f0358700da62,52.506631,13.491305000000011,50.0,40.0,33.33333333333333,0.0,0.0,0.0
29,513f289bfdc9f0358700d215,52.518136,13.521298000000002,100.0,66.66666666666666,100.0,0.0,0.0,45.45454545454545
30,513f321bfdc9f0358700e03c,52.625819,13.281571999999985,0.0,50.0,0.0,,,60.0
31,513f297efdc9f0358700d39f,52.44827,13.532006000000024,50.0,57.14285714285714,66.66666666666666,0.0,0.0,0.0
32,513f2b6dfdc9f0358700d6cc,52.565477,13.569324999999935,12.5,0.0,100.0,100.0,100.0,66.66666666666666
33,513f2ce4fdc9f0358700d949,52.537993,13.425086999999962,50.0,,66.66666666666666,0.0,0.0,0.0
34,513f2b6efdc9f0358700d6cd,52.608078,13.366433000000027,0.0,75.0,0.0,50.0,50.0,60.0
35,513f2be6fdc9f0358700d79c,52.491906,13.318457999999964,0.0,16.666666666666664,66.66666666666666,,,25.0
36,513f2fb0fdc9f0358700de09,52.518057,13.333202000000028,0.0,,33.33333333333333,0.0,0.0,33.33333333333333
37,513f2bd9fdc9f0358700d783,52.513445,13.245443000000025,0.0,,,100.0,100.0,37.5
38,513f2cbffdc9f0358700d90d,52.521865,13.519412999999986,100.0,100.0,100.0,0.0,0.0,40.0
39,513f2fc7fdc9f0358700de31,52.590292,13.287301999999954,100.0,,50.0,33.33333333333333,33.33333333333333,33.33333333333333
40,513f2f9cfdc9f0358700dde5,52.405519,13.514485000000036,0.0,66.66666666666666,,100.0,100.0,0.0
41,513f30f1fdc9f0358700df3f,52.423735,13.40277500000002,33.33333333333333,75.0,66.66666666666666,50.0,50.0,25.0
42,513f297dfdc9f0358700d39d,52.489276,13.592057999999952,50.0,71.42857142857143,66.66666666666666,,,60.0
43,513f29f9fdc9f0358700d46e,52.540703,13.56966699999998,100.0,66.66666666666666,0.0,0.0,0.0,66.66666666666666
44,513f31ebfdc9f0358700e014,52.481425,13.57998299999997,100.0,60.0,0.0,66.66666666666666,66.66666666666666,33.33333333333333
45,513f28befdc9f0358700d24c,52.568195,13.56863599999997,28.57142857142857,0.0,0.0,100.0,100.0,0.0
46,513f30f5fdc9f0358700df41,52.499059,13.499675000000025,100.0,0.0,50.0,,,60.0
47,513f2c90fdc9f0358700d8bb,52.560142,13.193164000000024,0.0,33.33333333333333,25.0,0.0,0.0,100.0
48,513f29ddfdc9f0358700d43c,52.494579,13.379647999999976,40.0,40.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333
49,513f2c4cfdc9f0358700d847,52.400417,13.418759000000025,100.0,28.57142857142857,0.0,100.0,100.0,0.0
50,513f30b9fdc9f0358700df12,52.457516,13.333163000000011,0.0,0.0,0.0,0.0,0.0,33.33333333333333
51,513f2f1efdc9f0358700dd1b,52.526763,13.452819999999974,0.0,0.0,100.0,,,0.0
52,513f2dc4fdc9f0358700dacb,52.556057,13.469480999999972,66.66666666666666,,0.0,100.0,100.0,60.0
53,513f2b6bfdc9f0358700d6c8,52.611928,13.47475099999997,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0
54,513f2901fdc9f0358700d2bf,52.491285,13.51056600000004,100.0,66.66666666666666,0.0,,,71.42857142857143
55,513f2aa1fdc9f0358700d585,52.531142,13.331457999999998,33.33333333333333,0.0,0.0,0.0,0.0,0.0
56,513f2941fdc9f0358700d325,52.521785,13.587664000000018,0.0,100.0,50.0,0.0,0.0,55.55555555555556
57,513f2e63fdc9f0358700dbd7,52.440124,13.462298000000033,0.0,50.0,100.0,,,
58,513f294ffdc9f0358700d33c,52.484422,13.307538000000022,50.0,40.0,0.0,,,0.0
59,513f2f37fdc9f0358700dd41,52.60373,13.387757999999964,0.0,100.0,0.0,,,0.0
60,513f2ff2fdc9f0358700de6d,52.537017,13.298790999999936,100.0,25.0,100.0,100.0,100.0,55.55555555555556
61,513f3138fdc9f0358700df7a,52.416801,13.533314000000018,25.0,100.0,,100.0,100.0,40.0
62,513f2ee8fdc9f0358700dcc3,52.499378,13.608173999999964,100.0,85.71428571428571,100.0,,,57.14285714285714
63,513f329cfdc9f0358700e0ae,52.595266,13.38583600000004,33.33333333333333,0.0,66.66666666666666,0.0,0.0,14.285714285714285
64,513f2cc3fdc9f0358700d912,52.514716,13.508294999999976,100.0,60.0,0.0,50.0,50.0,66.66666666666666
65,513f2ebcfdc9f0358700dc7e,52.469248,13.469865000000029,0.0,66.66666666666666,0.0,100.0,100.0,0.0
66,513f2fe1fdc9f0358700de59,52.441297,13.482676999999969,40.0,88.88888888888889,100.0,,,50.0
67,513f3064fdc9f0358700dec7,52.595107,13.357214,0.0,50.0,100.0,0.0,0.0,66.66666666666666
68,513f325efdc9f0358700e075,52.595927,13.285338000000024,0.0,0.0,100.0,,,81.81818181818183
69,513f2946fdc9f0358700d32e,52.539522,13.31171500000005,0.0,0.0,0.0,0.0,0.0,20.0
70,513f3335fdc9f0358700e123,52.506669,13.43712800000003,66.66666666666666,100.0,100.0,50.0,50.0,
71,513f297afdc9f0358700d393,52.489851,13.468345,25.0,25.0,0.0,100.0,100.0,75.0
72,513f2c4efdc9f0358700d84b,52.515136,13.576328999999989,0.0,100.0,50.0,33.33333333333333,33.33333333333333,66.66666666666666
73,513f2f63fdc9f0358700dd8e,52.602821,13.485210999999936,25.0,50.0,50.0,100.0,100.0,87.5
74,513f2d4cfdc9f0358700d9f0,52.535757,13.436394000000064,33.33333333333333,0.0,50.0,33.33333333333333,33.33333333333333,66.66666666666666
75,513f2dd1fdc9f0358700dae1,52.440232,13.236650999999938,100.0,75.0,50.0,100.0,100.0,28.57142857142857
76,513f2d44fdc9f0358700d9e3,52.557136,13.466867999999977,20.0,25.0,50.0,100.0,100.0,0.0
77,513f2d07fdc9f0358700d980,52.551747,13.505249000000047,0.0,,33.33333333333333,,,28.57142857142857
78,513f29f4fdc9f0358700d463,52.459193,13.44129399999997,50.0,33.33333333333333,100.0,100.0,100.0,50.0
79,513f28d8fdc9f0358700d275,52.547017,13.545002999999951,60.0,100.0,0.0,,,100.0
80,513f28d5fdc9f0358700d26d,52.407687,13.54678100000001,12.5,100.0,0.0,0.0,0.0,28.57142857142857
81,513f32b5fdc9f0358700e0c4,52.394538,13.415291000000025,25.0,0.0,25.0,,,66.66666666666666
82,513f2e85fdc9f0358700dc1d,52.503431,13.543556999999964,66.66666666666666,66.66666666666666,0.0,50.0,50.0,25.0
83,513f31f8fdc9f0358700e01f,52.41682,13.320218000000068,100.0,50.0,0.0,33.33333333333333,33.33333333333333,66.66666666666666
84,513f2c1cfdc9f0358700d7f5,52.512878,13.523719000000028,0.0,33.33333333333333,0.0,0.0,0.0,0.0
85,513f2c2efdc9f0358700d811,52.590762,13.446325000000002,0.0,0.0,66.66666666666666,,,0.0
86,513f32ebfdc9f0358700e0ed,52.419262,13.386847999999986,0.0,0.0,0.0,0.0,0.0,0.0
87,513f2f5ffdc9f0358700dd86,52.481584,13.292924999999968,0.0,50.0,100.0,,,62.5
88,513f28affdc9f0358700d234,52.390176,13.40960599999994,50.0,37.5,50.0,100.0,100.0,57.14285714285714
89,513f2cc0fdc9f0358700d910,52.552536,13.434305999999992,0.0,0.0,50.0,0.0,0.0,37.5
90,513f2a30fdc9f0358700d4cc,52.566461,13.373018000000002,0.0,0.0,50.0,33.33333333333333,33.33333333333333,0.0
91,513f2ceafdc9f0358700d952,52.576958,13.332503999999972,0.0,0.0,0.0,0.0,0.0,33.33333333333333
92,513f2c9dfdc9f0358700d8d3,52.43491,13.50867100000005,0.0,100.0,80.0,100.0,100.0,100.0
93,513f2b9efdc9f0358700d722,52.625603,13.254300000000056,33.33333333333333,83.33333333333334,0.0,66.66666666666666,66.66666666666666,16.666666666666664
94,513f2e6ffdc9f0358700dbf1,52.458729,13.535495999999966,0.0,66.66666666666666,,100.0,100.0,0.0
95,513f2ea2fdc9f0358700dc50,52.523731,13.24936200000002,50.0,100.0,,50.0,50.0,60.0
96,513f2d3bfdc9f0358700d9d2,52.441463,13.503505000000018,0.0,0.0,0.0,0.0,0.0,66.66666666666666
97,513f2af5fdc9f0358700d60c,52.530854,13.529185999999982,20.0,0.0,0.0,0.0,0.0,66.66666666666666
98,513f2d20fdc9f0358700d9a4,52.404137,13.40510800000004,50.0,66.66666666666666,,100.0,100.0,40.0
99,513f2f46fdc9f0358700dd55,52.459476,13.30580599999996,100.0,50.0,0.0,100.0,100.0,
100,513f32dcfdc9f0358700e0e2,52.510949,13.608397999999966,66.66666666666666,,0.0,50.0,50.0,0.0
101,513f2b3bfdc9f0358700d682,52.443691,13.387980999999968,50.0,33.33333333333333,,25.0,25.0,25.0
102,513f2bb6fdc9f0358700d74f,52.538108,13.606907999999976,66.66666666666666,50.0,100.0,100.0,100.0,25.0
103,513f2f27fdc9f0358700dd2b,52.539175,13.222541999999976,0.0,66.66666666666666,50.0,,,25.0
104,513f2e5bfdc9f0358700dbc6,52.449871,13.524161999999931,0.0,60.0,100.0,100.0,100.0,33.33333333333333
105,513f297ffdc9f0358700d3a1,52.477953,13.515635999999972,0.0,0.0,0.0,100.0,100.0,66.66666666666666
106,513f2bb2fdc9f0358700d748,52.625551,13.325048000000038,20.0,0.0,0.0,100.0,100.0,
107,513f3275fdc9f0358700e08a,52.614447,13.358750999999984,0.0,0.0,33.33333333333333,0.0,0.0,25.0
108,513f3255fdc9f0358700e06d,52.463529,13.424015999999938,50.0,0.0,50.0,0.0,0.0,54.54545454545454
109,513f29a3fdc9f0358700d3dd,52.452384,13.426840999999968,100.0,0.0,50.0,100.0,100.0,0.0
110,513f2904fdc9f0358700d2c5,52.451947,13.412563999999977,0.0,50.0,25.0,50.0,50.0,50.0
111,513f2f31fdc9f0358700dd34,52.460665,13.433068000000048,0.0,25.0,0.0,0.0,0.0,100.0
112,513f2c33fdc9f0358700d81c,52.560816,13.56979100000001,100.0,100.0,75.0,50.0,50.0,70.0
113,513f2a35fdc9f0358700d4d4,52.406841,13.383060999999998,0.0,50.0,33.33333333333333,,,50.0
114,513f2ed4fdc9f0358700dca4,52.501557,13.596902999999998,33.33333333333333,75.0,0.0,100.0,100.0,100.0
115,513f29adfdc9f0358700d3ef,52.602283,13.360420999999974,33.33333333333333,66.66666666666666,0.0,,,0.0
116,513f2b39fdc9f0358700d67f,52.449364,13.370855000000006,50.0,0.0,,80.0,80.0,9.090909090909092
117,513f2920fdc9f0358700d2f2,52.455423,13.27162999999996,100.0,25.0,0.0,100.0,100.0,
118,513f314cfdc9f0358700df8e,52.50592,13.449951000000056,100.0,60.0,100.0,100.0,100.0,66.66666666666666
119,513f296efdc9f0358700d37b,52.538582,13.18245300000001,0.0,66.66666666666666,25.0,0.0,0.0,50.0
120,513f2923fdc9f0358700d2f9,52.528776,13.523390000000065,14.285714285714285,100.0,100.0,,,33.33333333333333
121,513f2b00fdc9f0358700d61f,52.464337,13.412597000000003,0.0,50.0,100.0,,,66.66666666666666
122,513f3070fdc9f0358700ded3,52.5269,13.277008000000023,0.0,100.0,0.0,,,0.0
123,513f3367fdc9f0358700e14e,52.486341,13.356645000000071,0.0,0.0,0.0,0.0,0.0,42.857142857142854
124,513f2e9dfdc9f0358700dc4b,52.520736,13.462838000000032,100.0,33.33333333333333,50.0,0.0,0.0,100.0
125,513f2905fdc9f0358700d2c7,52.537841,13.228461000000038,50.0,,33.33333333333333,,,12.5
126,513f2b23fdc9f0358700d657,52.548819,13.15074800000002,0.0,100.0,66.66666666666666,0.0,0.0,50.0
127,513f2e1ffdc9f0358700db65,52.565072,13.41242299999999,25.0,75.0,0.0,0.0,0.0,
128,513f2e5bfdc9f0358700dbc8,52.646732,13.297859000000017,100.0,80.0,0.0,,,50.0
129,513f2cf5fdc9f0358700d960,52.527051,13.210354999999936,100.0,14.285714285714285,100.0,50.0,50.0,66.66666666666666
130,513f2975fdc9f0358700d38a,52.466196,13.495856000000003,25.0,60.0,33.33333333333333,100.0,100.0,71.42857142857143
131,513f2a36fdc9f0358700d4d6,52.478857,13.539219000000005,0.0,33.33333333333333,0.0,,,0.0
132,513f2bd9fdc9f0358700d784,52.590386,13.298895000000016,33.33333333333333,,0.0,33.33333333333333,33.33333333333333,
133,513f2d78fdc9f0358700da49,52.467989,13.474745999999982,33.33333333333333,100.0,,,,50.0
134,513f2d93fdc9f0358700da75,52.533734,13.478734000000031,25.0,40.0,0.0,100.0,100.0,
135,513f29c3fdc9f0358700d40f,52.548775,13.360896000000023,0.0,33.33333333333333,50.0,100.0,100.0,16.666666666666664
136,513f2a94fdc9f0358700d56a,52.541736,13.12508200000002,66.66666666666666,75.0,0.0,,,33.33333333333333
137,513f28edfdc9f0358700d298,52.617541,13.386181999999962,33.33333333333333,22.22222222222222,100.0,33.33333333333333,33.33333333333333,66.66666666666666
138,513f2ebefdc9f0358700dc83,52.436271,13.352364999999963,0.0,0.0,25.0,100.0,100.0,0.0
139,513f2d34fdc9f0358700d9c7,52.61319,13.467030000000022,33.33333333333333,75.0,100.0,100.0,100.0,
140,513f316afdc9f0358700dfa5,52.459275,13.447406,100.0,50.0,0.0,50.0,50.0,33.33333333333333
141,513f3269fdc9f0358700e07f,52.513936,13.281376000000025,0.0,55.55555555555556,0.0,,,0.0
142,513f2b84fdc9f0358700d6ef,52.416868,13.36843799999997,0.0,25.0,0.0,0.0,0.0,66.66666666666666
143,513f2a21fdc9f0358700d4b3,52.593197,13.322044000000004,0.0,27.27272727272727,0.0,0.0,0.0,80.0
144,513f2c6bfdc9f0358700d880,52.523761,13.432451000000016,20.0,0.0,0.0,100.0,100.0,33.33333333333333
145,513f2c60fdc9f0358700d869,52.506766,13.346005999999988,0.0,50.0,0.0,33.33333333333333,33.33333333333333,0.0
146,513f2cf9fdc9f0358700d968,52.56518,13.41241500000001,0.0,50.0,100.0,0.0,0.0,50.0
147,513f3171fdc9f0358700dfab,52.515742,13.584199000000012,0.0,,100.0,0.0,0.0,0.0
148,513f2c82fdc9f0358700d8a7,52.419253,13.566534000000049,0.0,100.0,0.0,0.0,0.0,0.0
149,513f30d4fdc9f0358700df29,52.42372,13.505378999999948,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,28.57142857142857
150,513f2fadfdc9f0358700de04,52.539085,13.190291000000002,100.0,50.0,0.0,,,57.14285714285714
151,513f2ae8fdc9f0358700d5f5,52.534572,13.418995999999993,0.0,0.0,100.0,0.0,0.0,14.285714285714285
152,513f2f47fdc9f0358700dd56,52.522985,13.150394000000006,0.0,50.0,25.0,50.0,50.0,58.333333333333336
153,513f2db7fdc9f0358700dab4,52.592987,13.437779999999975,25.0,0.0,,,,44.44444444444444
154,513f2d97fdc9f0358700da7a,52.489469,13.510530000000015,0.0,20.0,,100.0,100.0,50.0
155,513f2b8bfdc9f0358700d700,52.571388,13.351409999999987,40.0,83.33333333333334,0.0,100.0,100.0,
156,513f2c62fdc9f0358700d86c,52.498286,13.318185999999969,0.0,0.0,0.0,,,75.0
157,513f28d4fdc9f0358700d26c,52.448788,13.251942999999985,33.33333333333333,0.0,0.0,,,80.0
